epoch,average_reward,final_reward
556,-7.108821903640907,-10000
557,-5.823564136167446,10000
558,-6.2627154131479195,10000
559,-4.837288280362769,-10000
560,-6.424413529598339,-10000
561,-8.116768218564006,10000
562,-7.841700421662094,-10000
563,-6.783823379103488,0
564,-7.740907731075354,10000
565,-4.935617424290315,10000
566,-6.792906265909881,10000
567,-7.959319298988343,10000
568,-4.243128706168582,-10000
569,-6.6342392127704635,-10000
570,-7.3646972733045715,10000
571,-7.299737669479203,-10000
572,-4.353283558779089,10000
573,-7.5212676767098285,10000
574,-7.071100230519187,10000
575,-8.5573816859954,10000
576,-7.220194755816044,-10000
577,-7.502841552681773,10000
578,-7.5692594978797505,10000
579,-8.296891461833555,-10000
580,-7.03226796405757,10000
581,-7.841010379416388,10000
582,-7.975242963747832,0
583,-7.895695084061177,10000
584,-3.435362380630724,-10000
585,-7.423171166991079,-10000
586,-7.473457240415526,10000
587,-7.894367059453634,-10000
588,-4.211609194024914,-10000
589,-6.093344032241475,10000
590,-7.470700092080299,10000
591,-7.45490564339998,0
592,-7.7293439152063,-10000
593,-7.539217873865366,-10000
594,-7.398292585476367,10000
595,-7.2989101683375415,10000
596,-7.880680220199286,10000
597,-7.214058692402376,-10000
598,-7.566168765266678,-10000
599,-7.869408602922989,10000
600,-7.027828112867226,10000
601,-7.566850737082642,-10000
602,-6.743742552470452,-10000
603,-7.82852239853405,10000
604,-7.185146967812583,10000
605,-4.367811662200633,10000
606,-5.8944610082880216,10000
607,-6.1164213029832615,10000
608,-6.726530431209273,10000
609,-5.785770398268456,10000
610,-7.7316118686751985,10000
611,-6.379029648475021,-10000
612,-8.068007034623955,-10000
613,-7.412450788065343,0
614,-7.432093567430133,10000
615,-6.8941314908100715,10000
616,-5.726142677484504,10000
617,-7.063914069639168,-10000
618,-7.880448185472451,-10000
619,-7.098476105451069,10000
620,-6.26782307159767,-10000
621,-7.685899834148131,10000
622,-5.61319762030166,10000
623,-7.599059864959562,10000
624,-7.229766348639802,10000
625,-5.633524789594898,10000
626,-7.164468168887172,10000
627,-7.735649497437804,10000
628,-7.511626738143701,-10000
629,-7.734996097335538,10000
630,-8.05762540669004,-10000
631,-6.761419113907793,10000
632,-7.146961114651605,0
633,-6.45139966038744,-10000
634,-7.49742032072525,10000
635,-7.564921263309148,0
636,-7.413699118910757,10000
637,-8.010622139239237,10000
638,-5.584026499603011,10000
639,-6.838056461126511,10000
640,-7.906977139818391,10000
641,-7.626780418129977,10000
642,-6.363928967881886,10000
643,-7.618314008315224,-10000
644,-4.875597288988106,-10000
645,-7.59559760244393,10000
646,-8.365924277817713,10000
647,-6.826228132953012,-10000
648,-7.626357656250665,10000
649,-7.187638128220976,10000
650,-8.055750288965845,-10000
651,-7.80354889491562,10000
652,-5.776482853312721,10000
653,-7.061664739572809,-10000
654,-5.921149823979148,10000
655,-8.030064286525212,-10000
656,-5.453215026127691,-10000
657,-6.840415038393227,-10000
658,-3.716971255002294,-10000
659,-6.616447598855484,-10000
660,-7.913718605477698,-10000
661,-7.533515251759663,-10000
662,-6.867715191472128,10000
663,-6.906860388900916,10000
664,-7.033382112246998,10000
665,-6.772572207920328,10000
666,-7.164032684164719,-10000
667,-7.911012696731498,10000
668,-7.70681129813989,10000
669,-7.530704327944263,0
670,-7.463455556327866,10000
671,-5.306500789536085,-10000
672,-7.316510410531257,10000
673,-5.528280402775636,10000
674,-8.29504873026905,10000
675,-7.834568691675804,10000
676,-8.45475782543781,-10000
677,-4.1177726371752215,-10000
678,-7.1518686570995325,10000
679,-7.644458739770804,-10000
680,-6.2626306162316645,10000
681,-6.650351057563252,10000
682,-5.417425799492925,-10000
683,-6.078876088301501,10000
684,-7.435414172722125,-10000
685,-7.427000928432058,10000
686,-7.526486878815593,10000
687,-7.234740855365637,10000
688,-4.058162478563789,0
689,-4.846427550163166,10000
690,-5.671385455405724,10000
691,-5.84272897944501,10000
692,-7.247960010612565,10000
693,-7.266935961909316,10000
694,-7.665354733110819,10000
695,-7.609927589489638,10000
696,-5.893872435353325,10000
697,-7.414906102577772,10000
698,-7.019127220746744,-10000
699,-8.420071057015404,10000
700,-4.694343534491987,10000
701,-5.497367436352488,10000
702,-3.2152458569839153,10000
703,-6.572009171806235,10000
704,-5.682037882603254,-10000
705,-7.234480442924392,10000
706,-3.3712105535375843,-10000
707,-6.690981753633001,10000
708,-7.082824404742585,-10000
709,-7.2796410713709045,10000
710,-7.506333116496328,10000
711,-8.040517642945854,10000
712,-7.917002111283769,10000
713,-6.5982425313028825,10000
714,-7.758413072090769,10000
715,-3.7382290278203527,-10000
716,-4.637430243144445,10000
717,-7.321012160370264,-10000
718,-6.577147353439922,0
719,-7.475724634812312,10000
720,-6.677508173895076,10000
721,-7.9074831482935455,0
722,-6.82216178322355,10000
723,-6.659240999906769,10000
724,-7.565462588320785,10000
725,-8.157286100003839,-10000
726,-7.9219705600988375,-10000
727,-7.416716790036504,10000
728,-7.273393867906527,10000
729,-3.9818754097078393,0
730,-7.695445270331503,10000
731,-7.94505300179484,10000
732,-6.292854235810987,10000
733,-7.108567189936803,-10000
734,-5.795506276420864,10000
735,-7.512359162565271,10000
736,-8.199544166638363,10000
737,-7.951133806569251,0
738,-4.44267664439673,10000
739,-8.027145834022148,10000
740,-7.024613243185383,10000
741,-7.130824858713254,0
742,-8.540584367100692,-10000
743,-7.476572692234072,10000
744,-8.292336979030162,10000
745,-7.666937080018195,0
746,-6.54466191522526,-10000
747,-7.858923436792855,10000
748,-7.335126607467007,10000
749,-7.666318643974834,10000
750,-7.853350243140066,10000
751,-4.837865891917081,10000
752,-7.635139032724892,10000
753,-6.96337916629565,10000
754,-6.629995707637209,10000
755,-5.184116773020272,10000
756,-7.170651787473252,-10000
757,-6.549608064871809,10000
758,-7.703994032276768,-10000
759,-7.19511516600185,0
760,-7.476919324782263,10000
761,-7.131090748478023,10000
762,-7.76438841865225,-10000
763,-7.8342280465717895,-10000
764,-6.109875245170661,10000
765,-3.467822868782942,-10000
766,-8.183820209442551,-10000
767,-6.131107340198123,10000
768,-4.04814866271695,-10000
769,-6.732545420425822,10000
770,-5.886306243629637,-10000
771,-7.4940350936388365,10000
772,-6.332764158428855,10000
773,-7.309703973157338,-10000
774,0.0,-10000
775,-6.7872164253883325,10000
776,-6.008613408332113,10000
777,-7.91735295705077,10000
778,-7.313317842928131,10000
779,-8.028582987294557,10000
780,-7.863327096970566,10000
781,-6.731700407972894,-10000
782,-7.660856161600831,10000
783,-6.52638873752698,10000
784,-7.385332340764514,10000
785,-7.715076915854481,0
786,-6.894610857227124,10000
787,-7.334981813816419,10000
788,-7.880571285747085,10000
789,-7.480906248221712,10000
790,-6.951553696390151,0
791,-4.098947464713892,0
792,-3.5800700527971707,-10000
793,-7.177733222354946,-10000
794,-7.1124309401678945,10000
795,-7.53754980357281,10000
796,-7.40616899368707,10000
797,-8.290150344840573,10000
798,-6.950458976177747,10000
799,-7.704029503071372,-10000
800,-6.669227191767641,-10000
801,-5.182457118740234,10000
802,-7.901040990213185,10000
803,-8.088826881693707,10000
804,-5.319219381646462,10000
805,-8.061576156146021,10000
806,-5.819982724031838,10000
807,-6.973384165406088,10000
808,-7.557451398256948,0
809,-5.6090975866433705,-10000
810,-6.938701459104215,10000
811,-6.0582999792857875,10000
812,-5.005273215555888,10000
813,-4.838070875751443,-10000
814,-7.320573286315848,10000
815,-7.2770258104393495,10000
816,-7.97003484593996,-10000
817,-7.310085907120083,10000
818,-7.347437870366316,10000
819,-7.424467561841047,10000
820,-7.3581683044572355,10000
821,-7.1883258149565945,-10000
822,-7.3823172338815946,-10000
823,0.0,-10000
824,-1.7536449013458997,-10000
825,-3.423931484566553,0
826,-7.065585263335448,10000
827,-1.966866410363366,-10000
828,-5.3585667005306625,10000
829,-3.048410925248424,10000
830,-7.710887571032158,-10000
831,-7.267108808939939,0
832,-5.623680805608336,10000
833,-5.933614859618993,-10000
834,-7.816516484027306,10000
835,-6.965775160817324,10000
836,-7.155202421678474,10000
837,-7.535384571832561,0
838,-6.738839492813869,10000
839,-7.1313526342248545,-10000
840,-7.411281860978913,10000
841,-7.124942029477472,-10000
842,-5.412678738933397,0
843,-8.115002645164362,10000
844,-3.633876167663857,-10000
845,-4.590855166234178,10000
846,-8.097125484284769,-10000
847,-8.289623890877499,10000
848,-7.797920524870967,-10000
849,-6.970363980111723,10000
850,-7.86174606831243,0
851,-8.271071318718109,-10000
852,-7.476877936425876,10000
853,-5.537040995271021,10000
854,-7.701534784833629,10000
855,-6.426433608741879,-10000
856,-7.12443220126204,10000
857,-7.1604257438828025,10000
858,-8.045775944544932,10000
859,-3.9615266774950957,10000
860,-7.9106496686222725,10000
861,-8.44514755982385,-10000
862,-7.782327403633771,10000
863,-5.869144359054644,10000
864,-7.045043995510399,10000
865,-8.27882433695505,10000
866,-7.746986023241627,10000
867,-5.099777289075657,10000
868,-7.845635494746949,10000
869,-6.595253744567844,10000
870,-7.7210924699954235,-10000
871,-3.807498141972309,-10000
872,-3.7356824398275816,-10000
873,-7.204798478827243,10000
874,-7.30298313052701,0
875,-4.935948819155176,-10000
876,-5.062768390054412,10000
877,-6.802442671998,10000
878,-1.2825733153427465,10000
879,-6.712249978927876,10000
880,-7.979321754929745,10000
881,-7.639387650455495,-10000
882,-7.4731140280393085,10000
883,-7.685362933071974,-10000
884,-6.310307070398511,10000
885,-7.139293087406035,-10000
886,-3.810852264555401,10000
887,-5.8598747316516375,10000
888,-4.972212118462111,10000
889,-7.776994564773022,10000
890,-3.0454675361456225,-10000
891,-6.941908046344773,-10000
892,-1.967568144832642,-10000
893,-2.8282683441214735,-10000
894,-7.106024183384645,10000
895,-8.013375761371368,10000
896,-5.351020378494957,10000
897,-4.725236817141615,10000
898,-4.128570645972323,10000
899,-6.097975184329438,-10000
900,-6.718947217763366,10000
901,-6.053055474416568,10000
902,-7.988993309360212,10000
903,-8.115162788275903,10000
904,-7.451271198956106,-10000
905,-7.257721621128774,-10000
906,-6.482518098424386,10000
907,-7.498646969129042,10000
908,-6.181355497449932,10000
909,-7.2888974352082645,10000
910,-7.336700916338645,10000
911,-6.860013979295498,10000
912,-7.919727110958979,10000
913,-7.7274277984657145,10000
914,-7.487824922299465,10000
915,-3.171007469636292,10000
916,-6.469513699484052,10000
917,-4.909843027268243,10000
918,-3.515052123542525,-10000
919,-7.035613564489722,10000
920,-5.812132503714393,10000
921,-3.926356585270696,-10000
922,-6.288058667975444,-10000
923,-7.651676546866301,10000
924,-7.666720855067414,10000
925,-6.97406902108655,10000
926,-7.669525755704242,-10000
927,-7.139883083987908,-10000
928,-5.775669835644409,10000
929,-0.09659535138944489,0
930,-4.888544967354801,10000
931,-0.3991355294834496,-10000
932,-2.217473290897655,-10000
933,-7.0254849253792315,10000
934,-5.033216636882715,10000
935,-2.9230138295214707,10000
936,-6.392043887970361,10000
937,-7.602688187197345,-10000
938,-7.843339091741874,10000
939,-7.538247651430303,-10000
940,-7.427316918904762,10000
941,-7.598375770437952,10000
942,-7.438524049886727,-10000
943,-5.468141936604511,10000
944,-7.705365288512909,-10000
945,-7.304601590548633,10000
946,-6.521292781331617,10000
947,-8.096879840178831,10000
948,-7.74060561017533,10000
949,-7.781567053815755,10000
950,-7.58852465795979,-10000
951,-8.160225340831849,10000
952,-8.129021210057783,10000
953,-6.901575195219149,10000
954,-7.730475151820281,-10000
955,-3.308585276584199,-10000
956,-7.815125825710877,-10000
957,-6.797948218458075,-10000
958,-4.122870526814715,10000
959,-3.4350172832295027,-10000
960,-7.461169309766693,-10000
961,-5.935894504696509,0
962,-5.035795286294858,-10000
963,-8.049639957759306,10000
964,-6.198811956564959,10000
965,-6.244013867181345,10000
966,-7.250549030691408,10000
967,-4.070726557543381,-10000
968,-4.124693800461346,-10000
969,-4.0446086523657465,-10000
