epoch,average_reward,final_reward
923,-93.89775809607617,-10000
924,-100.0,10000
925,2.886345489220871,-10000
926,-8.73196257083524,0
927,-34.70600201966201,-10000
928,-81.82248942663024,-10000
929,-74.09693065648604,0
930,-2.9374549421447154,-10000
931,-92.69873846714049,-10000
932,-100.0,-10000
933,-36.49745521240456,-10000
934,-48.738156425510375,-10000
935,-45.80214486446722,-10000
936,-55.42503341025563,-10000
937,-61.61924183660101,-10000
938,-23.062938524169454,-10000
939,-0.003733875617103348,-10000
940,-83.6276988930953,10000
941,-13.166818973607729,-10000
942,-53.09042459658474,-10000
943,-16.81110281099571,-10000
944,-13.635140973862134,-10000
